2.104580688476562500e+01,7.974685668945312500e+01,2.791911315917968750e+01,1.323568725585937500e+02,4.477877807617187500e+01,1.797710266113281250e+02,7.768006896972656250e+01,2.153840637207031250e+02,1.180976867675781250e+02,2.308241577148437500e+02,1.534939575195312500e+02,2.158355712890625000e+02,1.849702606201171875e+02,1.876314697265625000e+02,2.053083343505859375e+02,1.447548828125000000e+02,2.157023925781250000e+02,9.897039031982421875e+01,4.431517028808593750e+01,7.905433654785156250e+01,8.112206268310546875e+01,7.317030334472656250e+01,1.152593841552734375e+02,8.691818237304687500e+01,1.487428741455078125e+02,8.747126770019531250e+01,1.854206695556640625e+02,8.034777069091796875e+01,2.119724121093750000e+02,8.738146209716796875e+01,1.319985198974609375e+02,1.094089660644531250e+02,1.323648834228515625e+02,1.662175903320312500e+02,1.069903717041015625e+02,1.728440093994140625e+02,1.294833068847656250e+02,1.808142700195312500e+02,1.464125061035156250e+02,1.728361816406250000e+02,6.683000183105468750e+01,1.012098388671875000e+02,7.831671142578125000e+01,9.619328308105468750e+01,9.319629669189453125e+01,9.725421905517578125e+01,1.032935028076171875e+02,1.096222229003906250e+02,9.110801696777343750e+01,1.118629302978515625e+02,7.369504547119140625e+01,1.103535308837890625e+02,1.546554565429687500e+02,1.123977584838867188e+02,1.645113677978515625e+02,9.988795471191406250e+01,1.802073059082031250e+02,1.006935424804687500e+02,1.911526794433593750e+02,1.087059478759765625e+02,1.797230682373046875e+02,1.149607772827148438e+02,1.669645690917968750e+02,1.160900192260742188e+02,9.249423217773437500e+01,1.944231262207031250e+02,1.070433349609375000e+02,1.948143768310546875e+02,1.203528900146484375e+02,1.932418975830078125e+02,1.253008575439453125e+02,1.973387603759765625e+02,1.331003570556640625e+02,1.947484741210937500e+02,1.398410491943359375e+02,1.966958160400390625e+02,1.494405975341796875e+02,1.974801483154296875e+02,1.387339782714843750e+02,2.059586486816406250e+02,1.313745269775390625e+02,2.079824218750000000e+02,1.222008514404296875e+02,2.093452453613281250e+02,1.135138626098632812e+02,2.094581909179687500e+02,1.059753723144531250e+02,2.061404724121093750e+02
4.099336242675781250e+01,1.063360290527343750e+02,3.928109741210937500e+01,1.487892761230468750e+02,5.420361328125000000e+01,1.894557800292968750e+02,8.632955932617187500e+01,2.172544250488281250e+02,1.255924911499023438e+02,2.288773040771484375e+02,1.570773010253906250e+02,2.129102478027343750e+02,1.718927001953125000e+02,1.820497741699218750e+02,1.800469665527343750e+02,1.496448974609375000e+02,1.793553161621093750e+02,1.169274597167968750e+02,6.969944000244140625e+01,8.871285247802734375e+01,9.594718933105468750e+01,7.072734069824218750e+01,1.239745178222656250e+02,8.009120178222656250e+01,1.457008972167968750e+02,8.259748077392578125e+01,1.666018218994140625e+02,7.703326416015625000e+01,1.820626678466796875e+02,9.535455322265625000e+01,1.367926330566406250e+02,9.818290710449218750e+01,1.416424560546875000e+02,1.310451507568359375e+02,1.190081024169921875e+02,1.420213317871093750e+02,1.352122802734375000e+02,1.490553436279296875e+02,1.493139343261718750e+02,1.444229125976562500e+02,8.685065460205078125e+01,1.000230407714843750e+02,9.363182830810546875e+01,9.652072143554687500e+01,1.045837860107421875e+02,9.624930572509765625e+01,1.118672409057617188e+02,1.020421142578125000e+02,1.036231994628906250e+02,1.023685379028320312e+02,9.584271240234375000e+01,1.035575561523437500e+02,1.460014038085937500e+02,1.036906738281250000e+02,1.531226806640625000e+02,9.921049499511718750e+01,1.630451965332031250e+02,1.008497161865234375e+02,1.673388366699218750e+02,1.063332366943359375e+02,1.627019653320312500e+02,1.078831481933593750e+02,1.548114318847656250e+02,1.066355438232421875e+02,9.737158203125000000e+01,1.688907928466796875e+02,1.103639221191406250e+02,1.632795715332031250e+02,1.260902633666992188e+02,1.599370117187500000e+02,1.342879638671875000e+02,1.624154052734375000e+02,1.426351165771484375e+02,1.625465393066406250e+02,1.487257232666015625e+02,1.649908752441406250e+02,1.540084381103515625e+02,1.749213562011718750e+02,1.471493072509765625e+02,1.860400695800781250e+02,1.403515930175781250e+02,1.879384765625000000e+02,1.287154846191406250e+02,1.884895172119140625e+02,1.218367080688476562e+02,1.870481262207031250e+02,1.093528442382812500e+02,1.802658691406250000e+02
4.330410766601562500e+01,1.271763610839843750e+02,6.165656280517578125e+01,1.677520446777343750e+02,8.857287597656250000e+01,2.026776733398437500e+02,1.293087158203125000e+02,2.237429199218750000e+02,1.712034606933593750e+02,2.235556945800781250e+02,2.005073089599609375e+02,1.971734008789062500e+02,2.174089660644531250e+02,1.593600158691406250e+02,2.168244781494140625e+02,1.158930892944335938e+02,2.054782409667968750e+02,7.076067352294921875e+01,5.209362792968750000e+01,1.138251190185546875e+02,7.388465118408203125e+01,9.441199493408203125e+01,1.067350845336914062e+02,9.270262908935546875e+01,1.308672180175781250e+02,8.267712402343750000e+01,1.572470397949218750e+02,6.464165496826171875e+01,1.885494689941406250e+02,6.542100524902343750e+01,1.245345458984375000e+02,1.038716888427734375e+02,1.409157409667968750e+02,1.497056732177734375e+02,1.257258453369140625e+02,1.616764831542968750e+02,1.446579437255859375e+02,1.612982177734375000e+02,1.600022583007812500e+02,1.486027221679687500e+02,7.443409729003906250e+01,1.222149124145507812e+02,8.232836151123046875e+01,1.144308090209960938e+02,9.224636840820312500e+01,1.099351806640625000e+02,1.049261627197265625e+02,1.143816299438476562e+02,9.559669494628906250e+01,1.201641006469726562e+02,8.433431243896484375e+01,1.235027999877929688e+02,1.472796936035156250e+02,9.944320678710937500e+01,1.522868041992187500e+02,8.928450775146484375e+01,1.639038848876953125e+02,8.465916442871093750e+01,1.749578247070312500e+02,8.530113220214843750e+01,1.690519866943359375e+02,9.396312713623046875e+01,1.586262969970703125e+02,9.613313293457031250e+01,1.208427734375000000e+02,1.871512756347656250e+02,1.312432861328125000e+02,1.821406555175781250e+02,1.412723541259765625e+02,1.759453735351562500e+02,1.495011749267578125e+02,1.752050323486328125e+02,1.565495300292968750e+02,1.699689636230468750e+02,1.703743438720703125e+02,1.645120239257812500e+02,1.824351043701171875e+02,1.656552276611328125e+02,1.759172210693359375e+02,1.786960449218750000e+02,1.672375488281250000e+02,1.866958618164062500e+02,1.593615264892578125e+02,1.926402282714843750e+02,1.510666809082031250e+02,1.950321960449218750e+02,1.362293090820312500e+02,1.939745788574218750e+02
4.964303588867187500e+01,9.483419036865234375e+01,5.441708374023437500e+01,1.395295104980468750e+02,6.794600677490234375e+01,1.802705078125000000e+02,9.436902618408203125e+01,2.128142089843750000e+02,1.283887329101562500e+02,2.305723724365234375e+02,1.645676727294921875e+02,2.142741851806640625e+02,1.938699951171875000e+02,1.833183746337890625e+02,2.075989074707031250e+02,1.423165130615234375e+02,2.111983032226562500e+02,9.803607177734375000e+01,6.063298797607421875e+01,8.405816650390625000e+01,8.617868041992187500e+01,7.822218322753906250e+01,1.125158309936523438e+02,8.797940063476562500e+01,1.407436828613281250e+02,8.724724578857421875e+01,1.716050262451171875e+02,7.910763549804687500e+01,1.972170410156250000e+02,8.806762695312500000e+01,1.291105346679687500e+02,1.039160232543945312e+02,1.277577133178710938e+02,1.549578704833984375e+02,1.107530441284179688e+02,1.586204833984375000e+02,1.283684234619140625e+02,1.659248962402343750e+02,1.439300079345703125e+02,1.603423156738281250e+02,7.780581665039062500e+01,1.017144317626953125e+02,8.735251617431640625e+01,9.818411254882812500e+01,9.807061004638671875e+01,9.886787414550781250e+01,1.055229644775390625e+02,1.062601928710937500e+02,9.666277313232421875e+01,1.079115600585937500e+02,8.640323638916015625e+01,1.073068466186523438e+02,1.494590454101562500e+02,1.074107360839843750e+02,1.580610504150390625e+02,1.002237701416015625e+02,1.696110534667968750e+02,1.001834945678710938e+02,1.786756134033203125e+02,1.046248321533203125e+02,1.705538940429687500e+02,1.104449539184570312e+02,1.593913726806640625e+02,1.093603210449218750e+02,9.669466400146484375e+01,1.796474761962890625e+02,1.079521408081054688e+02,1.779888916015625000e+02,1.188582382202148438e+02,1.775114746093750000e+02,1.273333282470703125e+02,1.792383117675781250e+02,1.350220947265625000e+02,1.769069519042968750e+02,1.465958862304687500e+02,1.785503692626953125e+02,1.582477264404296875e+02,1.815182647705078125e+02,1.478020782470703125e+02,1.930600738525390625e+02,1.372701263427734375e+02,1.999119873046875000e+02,1.271633529663085938e+02,1.996007690429687500e+02,1.183911132812500000e+02,1.990152740478515625e+02,1.083923721313476562e+02,1.910379333496093750e+02
4.748825073242187500e+01,1.089067993164062500e+02,5.281916046142578125e+01,1.505408782958984375e+02,6.650620269775390625e+01,1.901292114257812500e+02,9.728131866455078125e+01,2.173374786376953125e+02,1.363573760986328125e+02,2.293964843750000000e+02,1.697562866210937500e+02,2.113296813964843750e+02,1.949424591064453125e+02,1.819525146484375000e+02,2.035039062500000000e+02,1.427853240966796875e+02,2.024412384033203125e+02,1.027045898437500000e+02,6.026016235351562500e+01,9.198307800292968750e+01,8.493452453613281250e+01,7.768893432617187500e+01,1.126004486083984375e+02,8.490841674804687500e+01,1.396607208251953125e+02,8.289369201660156250e+01,1.681682128906250000e+02,7.491215515136718750e+01,1.910067749023437500e+02,8.718652343750000000e+01,1.280468902587890625e+02,9.999028015136718750e+01,1.328658752441406250e+02,1.406981658935546875e+02,1.143357543945312500e+02,1.496765289306640625e+02,1.322078857421875000e+02,1.549743804931640625e+02,1.476938018798828125e+02,1.490003051757812500e+02,7.848189544677734375e+01,1.053264770507812500e+02,8.685799407958984375e+01,9.938333129882812500e+01,9.788020324707031250e+01,1.000236587524414062e+02,1.062695541381835938e+02,1.066629257202148438e+02,9.706962585449218750e+01,1.084269409179687500e+02,8.687207794189453125e+01,1.083107376098632812e+02,1.477523193359375000e+02,1.044616928100585938e+02,1.561417236328125000e+02,9.738368225097656250e+01,1.658381195068359375e+02,9.778575134277343750e+01,1.750928497314453125e+02,1.015314331054687500e+02,1.672535095214843750e+02,1.057325286865234375e+02,1.573047637939453125e+02,1.056611938476562500e+02,9.768967437744140625e+01,1.743740081787109375e+02,1.109689636230468750e+02,1.697936706542968750e+02,1.233768386840820312e+02,1.668654174804687500e+02,1.319699707031250000e+02,1.682382202148437500e+02,1.407375793457031250e+02,1.645524902343750000e+02,1.533606872558593750e+02,1.673038024902343750e+02,1.645844879150390625e+02,1.713610076904296875e+02,1.538542327880859375e+02,1.838908996582031250e+02,1.433450469970703125e+02,1.898075866699218750e+02,1.329275970458984375e+02,1.921339263916015625e+02,1.237299041748046875e+02,1.914968872070312500e+02,1.106114501953125000e+02,1.860590209960937500e+02
3.919107055664062500e+01,9.700000000000000000e+01,4.536543273925781250e+01,1.421970214843750000e+02,5.868714904785156250e+01,1.841582489013671875e+02,9.100021362304687500e+01,2.146083374023437500e+02,1.298236846923828125e+02,2.297537994384765625e+02,1.643902740478515625e+02,2.105893096923828125e+02,1.908325347900390625e+02,1.807410430908203125e+02,2.016529083251953125e+02,1.410270538330078125e+02,2.041249542236328125e+02,9.956226348876953125e+01,5.564190673828125000e+01,8.815025329589843750e+01,8.442592620849609375e+01,7.732753753662109375e+01,1.134052047729492188e+02,8.579755401611328125e+01,1.413229064941406250e+02,8.531942749023437500e+01,1.697547302246093750e+02,7.776731872558593750e+01,1.940335540771484375e+02,8.815194702148437500e+01,1.283109283447265625e+02,1.026770858764648438e+02,1.326232299804687500e+02,1.488283081054687500e+02,1.126045684814453125e+02,1.552112884521484375e+02,1.297268676757812500e+02,1.613474578857421875e+02,1.455081176757812500e+02,1.543095855712890625e+02,7.558049011230468750e+01,1.045184097290039062e+02,8.602944946289062500e+01,9.860124206542968750e+01,9.718262481689453125e+01,9.863174438476562500e+01,1.044116973876953125e+02,1.072650070190429688e+02,9.556433105468750000e+01,1.089894561767578125e+02,8.294950866699218750e+01,1.078322372436523438e+02,1.480849914550781250e+02,1.061899948120117188e+02,1.566654052734375000e+02,9.813273620605468750e+01,1.678159790039062500e+02,9.891600799560546875e+01,1.767743377685546875e+02,1.034758911132812500e+02,1.688565368652343750e+02,1.078232116699218750e+02,1.582247619628906250e+02,1.080653839111328125e+02,9.286909484863281250e+01,1.774275817871093750e+02,1.067253570556640625e+02,1.739526214599609375e+02,1.208005599975585938e+02,1.716845092773437500e+02,1.279972991943359375e+02,1.751874542236328125e+02,1.367274169921875000e+02,1.714313812255859375e+02,1.490841064453125000e+02,1.731028594970703125e+02,1.592957305908203125e+02,1.740029144287109375e+02,1.487827911376953125e+02,1.877349548339843750e+02,1.385773620605468750e+02,1.929922790527343750e+02,1.291164398193359375e+02,1.955747222900390625e+02,1.195960998535156250e+02,1.950344238281250000e+02,1.054530639648437500e+02,1.893488006591796875e+02
7.535670471191406250e+01,9.302251434326171875e+01,7.023419189453125000e+01,1.298614654541015625e+02,7.423033905029296875e+01,1.663557281494140625e+02,8.445103454589843750e+01,2.039586486816406250e+02,1.054573593139648438e+02,2.291786499023437500e+02,1.462989654541015625e+02,2.271939697265625000e+02,1.892606201171875000e+02,2.059584503173828125e+02,2.151260223388671875e+02,1.675035400390625000e+02,2.272832946777343750e+02,1.200336532592773438e+02,7.915875244140625000e+01,7.337992858886718750e+01,9.691077423095703125e+01,6.995620727539062500e+01,1.151977005004882812e+02,8.253836822509765625e+01,1.369524841308593750e+02,8.779047393798828125e+01,1.712752227783203125e+02,8.534324645996093750e+01,1.977947998046875000e+02,1.038494033813476562e+02,1.210906066894531250e+02,1.008040390014648438e+02,1.065932006835937500e+02,1.443826599121093750e+02,9.888567352294921875e+01,1.486451721191406250e+02,1.095889282226562500e+02,1.592139892578125000e+02,1.272173538208007812e+02,1.568438568115234375e+02,8.763089752197265625e+01,9.401838684082031250e+01,9.422059631347656250e+01,9.099258422851562500e+01,1.045133361816406250e+02,9.252064514160156250e+01,1.109204559326171875e+02,1.014556961059570312e+02,1.022582168579101562e+02,1.020389709472656250e+02,9.089938354492187500e+01,9.859233093261718750e+01,1.471435546875000000e+02,1.095369415283203125e+02,1.575297546386718750e+02,1.050055313110351562e+02,1.667224426269531250e+02,1.060819091796875000e+02,1.757444763183593750e+02,1.139356155395507812e+02,1.669967803955078125e+02,1.172919998168945312e+02,1.557701568603515625e+02,1.125505142211914062e+02,9.150386047363281250e+01,1.693020324707031250e+02,9.679966735839843750e+01,1.680931854248046875e+02,1.024242172241210938e+02,1.678849792480468750e+02,1.092388229370117188e+02,1.696916503906250000e+02,1.157625198364257812e+02,1.722908935546875000e+02,1.285060424804687500e+02,1.781855468750000000e+02,1.414881439208984375e+02,1.865372772216796875e+02,1.274209213256835938e+02,1.942228698730468750e+02,1.125733795166015625e+02,1.960292510986328125e+02,1.049915084838867188e+02,1.938829040527343750e+02,9.759037780761718750e+01,1.906240386962890625e+02,9.394877624511718750e+01,1.830631713867187500e+02
3.863754272460937500e+01,1.187951202392578125e+02,4.665839385986328125e+01,1.618040161132812500e+02,6.515077972412109375e+01,1.995121154785156250e+02,1.019877243041992188e+02,2.210573272705078125e+02,1.445005035400390625e+02,2.265994720458984375e+02,1.758138275146484375e+02,2.070833740234375000e+02,1.943751373291015625e+02,1.762329864501953125e+02,1.980284729003906250e+02,1.386386260986328125e+02,1.939691467285156250e+02,1.014969406127929688e+02,5.729148864746093750e+01,9.749879455566406250e+01,8.177782440185546875e+01,7.828320312500000000e+01,1.139414825439453125e+02,8.203771972656250000e+01,1.386889953613281250e+02,7.797465515136718750e+01,1.651875915527343750e+02,6.966441345214843750e+01,1.862236328125000000e+02,8.094441223144531250e+01,1.309546203613281250e+02,9.765829467773437500e+01,1.393617248535156250e+02,1.321307067871093750e+02,1.212063446044921875e+02,1.475413818359375000e+02,1.383906860351562500e+02,1.489624938964843750e+02,1.508488922119140625e+02,1.430814666748046875e+02,7.665922546386718750e+01,1.104834365844726562e+02,8.673214721679687500e+01,1.032929992675781250e+02,9.650660705566406250e+01,1.009059448242187500e+02,1.061926879882812500e+02,1.071891021728515625e+02,9.684793853759765625e+01,1.102731399536132812e+02,8.674726104736328125e+01,1.105866241455078125e+02,1.465032348632812500e+02,1.020621795654296875e+02,1.544044799804687500e+02,9.403363037109375000e+01,1.648568115234375000e+02,9.374224853515625000e+01,1.715098266601562500e+02,9.833617401123046875e+01,1.662538299560546875e+02,1.014654541015625000e+02,1.559618835449218750e+02,1.031163101196289062e+02,1.062511062622070312e+02,1.778763122558593750e+02,1.186612014770507812e+02,1.705001220703125000e+02,1.324902038574218750e+02,1.655476226806640625e+02,1.382634277343750000e+02,1.666233215332031250e+02,1.454337158203125000e+02,1.626644592285156250e+02,1.553425445556640625e+02,1.655530090332031250e+02,1.647849426269531250e+02,1.710024414062500000e+02,1.569221038818359375e+02,1.807089080810546875e+02,1.487492523193359375e+02,1.850397949218750000e+02,1.402263488769531250e+02,1.866236572265625000e+02,1.326585540771484375e+02,1.869115753173828125e+02,1.199965209960937500e+02,1.864643249511718750e+02
6.419082641601562500e+01,1.031394195556640625e+02,6.644779968261718750e+01,1.441248168945312500e+02,7.682141113281250000e+01,1.833583679199218750e+02,9.339334869384765625e+01,2.144561309814453125e+02,1.206603698730468750e+02,2.310977783203125000e+02,1.640458984375000000e+02,2.238126220703125000e+02,2.077005004882812500e+02,1.995573577880859375e+02,2.285972137451171875e+02,1.573578186035156250e+02,2.344032287597656250e+02,1.042803649902343750e+02,6.256186676025390625e+01,8.137283325195312500e+01,8.163371276855468750e+01,7.283504486083984375e+01,1.018767166137695312e+02,8.346635437011718750e+01,1.281890716552734375e+02,8.173783874511718750e+01,1.660431823730468750e+02,7.360844421386718750e+01,2.001813354492187500e+02,8.903433990478515625e+01,1.147797088623046875e+02,1.029591369628906250e+02,1.046901245117187500e+02,1.459535675048828125e+02,9.805363464355468750e+01,1.563585205078125000e+02,1.118763885498046875e+02,1.621912994384765625e+02,1.291735534667968750e+02,1.586413879394531250e+02,7.473538208007812500e+01,1.015864257812500000e+02,8.323967742919921875e+01,9.581434631347656250e+01,9.320606994628906250e+01,9.725601959228515625e+01,1.018739242553710938e+02,1.059729003906250000e+02,9.134926605224609375e+01,1.087853393554687500e+02,8.341780090332031250e+01,1.080702285766601562e+02,1.445861511230468750e+02,1.057000503540039062e+02,1.539134368896484375e+02,9.825295257568359375e+01,1.659003601074218750e+02,9.859190368652343750e+01,1.779509277343750000e+02,1.044058380126953125e+02,1.678015594482421875e+02,1.102128067016601562e+02,1.553083038330078125e+02,1.108317871093750000e+02,9.651126098632812500e+01,1.885068969726562500e+02,1.012841339111328125e+02,1.818848724365234375e+02,1.066471328735351562e+02,1.767710571289062500e+02,1.123226470947265625e+02,1.804290313720703125e+02,1.188064193725585938e+02,1.782501525878906250e+02,1.322434082031250000e+02,1.843374633789062500e+02,1.463150634765625000e+02,1.912156524658203125e+02,1.322038879394531250e+02,1.974796142578125000e+02,1.206218109130859375e+02,1.989426574707031250e+02,1.129375305175781250e+02,1.994782104492187500e+02,1.065850906372070312e+02,1.990533599853515625e+02,1.002970428466796875e+02,1.914795989990234375e+02
5.480574035644531250e+01,1.121591415405273438e+02,5.676502990722656250e+01,1.484262695312500000e+02,6.674953460693359375e+01,1.904291076660156250e+02,9.029943084716796875e+01,2.172576904296875000e+02,1.247676086425781250e+02,2.301395111083984375e+02,1.664719848632812500e+02,2.201932067871093750e+02,2.011857147216796875e+02,1.992795715332031250e+02,2.195115966796875000e+02,1.563574523925781250e+02,2.247592620849609375e+02,1.131371307373046875e+02,6.275991821289062500e+01,8.841874694824218750e+01,8.372972106933593750e+01,7.348788452148437500e+01,1.094192886352539062e+02,7.956104278564453125e+01,1.338291473388671875e+02,7.527394104003906250e+01,1.701617431640625000e+02,7.129685974121093750e+01,2.009760437011718750e+02,8.782992553710937500e+01,1.227050399780273438e+02,9.530979919433593750e+01,1.174522705078125000e+02,1.291283264160156250e+02,1.065324249267578125e+02,1.470872039794921875e+02,1.211061401367187500e+02,1.495151977539062500e+02,1.351723632812500000e+02,1.473327178955078125e+02,7.890124511718750000e+01,1.047242279052734375e+02,8.495172882080078125e+01,9.725175476074218750e+01,9.673409271240234375e+01,9.582188415527343750e+01,1.056807250976562500e+02,1.049684753417968750e+02,9.529855346679687500e+01,1.071764068603515625e+02,8.549621582031250000e+01,1.069075927734375000e+02,1.473636627197265625e+02,1.038650970458984375e+02,1.563217163085937500e+02,9.522105407714843750e+01,1.686360168457031250e+02,9.588000488281250000e+01,1.797198486328125000e+02,1.022577896118164062e+02,1.699102478027343750e+02,1.050190887451171875e+02,1.581757812500000000e+02,1.052629318237304688e+02,9.516552734375000000e+01,1.800958557128906250e+02,1.019218902587890625e+02,1.714731750488281250e+02,1.130459899902343750e+02,1.663355102539062500e+02,1.188702163696289062e+02,1.666739501953125000e+02,1.267997283935546875e+02,1.634200744628906250e+02,1.386678009033203125e+02,1.698644256591796875e+02,1.533389892578125000e+02,1.797531127929687500e+02,1.424607696533203125e+02,1.869674377441406250e+02,1.286393127441406250e+02,1.913802185058593750e+02,1.208558197021484375e+02,1.902817687988281250e+02,1.132266769409179688e+02,1.902169799804687500e+02,1.039447174072265625e+02,1.880084228515625000e+02
